step,lr,in_warmup,bc1_m_convergence,bc2_v_convergence,inv_bc2_amplification,adam_amp,effective_lr,step_noise_power,step_signal_power,signal_dominance,signal_quality,cumulative_displacement,disruption_vs_xavier_emb,disruption_vs_xavier_enc,ln_V_random_baseline,v_halflife_693
838,0.0005034,1,1.0,0.5680389167548425,1.7604427628179316,0.7536835654005217,0.0003794043068226226,0.00021744920930561227,0.0002859507906943877,1.3150233638812658,0.5680389167548425,0.21142799999999998,8.95683141158479,3.3828479999999996,9.210340371976184,0.0
839,0.000504,1,1.0,0.5684708778380877,1.759105064102898,0.7539700775482324,0.0003800009190843091,0.0002174906775696038,0.0002865093224303962,1.3173407045858518,0.5684708778380877,0.21193199999999998,8.978182618763777,3.3909119999999997,9.210340371976184,0.0
840,0.0005045999999999999,1,1.0,0.5689024069602496,1.7577707314391307,0.7542561945123485,0.00038059767575093095,0.000217531845447858,0.0002870681545521419,1.3196603649508027,0.5689024069602496,0.21243659999999998,8.999559244046548,3.3989855999999996,9.210340371976184,0.0
841,0.0005052,1,1.0,0.5693335045532893,1.7564397528029205,0.7545419170286627,0.00038119457648288043,0.00021757271349967823,0.0002876272865003218,1.3219823472981007,0.5693335045532893,0.2129418,9.020961287433103,3.4070688,9.210340371976184,0.0
842,0.0005057999999999999,1,1.0,0.569764171048736,1.7551121162275802,0.7548272458309491,0.00038179162094129397,0.0002176132822835493,0.0002881867177164506,1.3243066539520523,0.569764171048736,0.2134476,9.042388748923443,3.4151616,9.210340371976184,0.0
843,0.0005064,1,1.0,0.5701944068776874,1.7537878098031052,0.7551121816509699,0.0003823888087880511,0.00021765355235713908,0.00028874644764286087,1.3266332872392925,0.5701944068776874,0.21395399999999998,9.063841628517567,3.4232639999999996,9.210340371976184,0.0
844,0.000507,1,1.0,0.5706242124708096,1.752466821675842,0.7553967252184839,0.0003829861396857713,0.0002176935242772995,0.00028930647572270046,1.3289622494887807,0.5706242124708096,0.21446099999999998,9.085319926215476,3.4313759999999998,9.210340371976184,0.0
845,0.0005076,1,1.0,0.5710535882583389,1.7511491400481494,0.7556808772612542,0.0003835836132978126,0.0002177331986000672,0.0002898668013999328,1.3312935430318127,0.5710535882583389,0.21496859999999998,9.106823642017169,3.4394975999999997,9.210340371976184,0.0
846,0.0005082,1,1.0,0.5714825346700805,1.7498347531780734,0.7559646385050564,0.0003841812292882696,0.0002177725758806651,0.00029042742411933487,1.3336271702020146,0.5714825346700805,0.21547679999999997,9.128352775922647,3.4476287999999995,9.210340371976184,0.0
847,0.0005087999999999999,1,1.0,0.5719110521354105,1.7485236493790148,0.7562480096736854,0.0003847789873219711,0.0002178116566735031,0.0002909883433264968,1.3359631333353503,0.5719110521354105,0.21598559999999997,9.14990732793191,3.4557695999999996,9.210340371976184,0.0
848,0.0005093999999999999,1,1.0,0.572339141083275,1.747215817019407,0.7565309914889641,0.00038537688706447823,0.00021785044153217967,0.0002915495584678202,1.33830143477012,0.572339141083275,0.21649499999999997,9.171487298044957,3.4639199999999994,9.210340371976184,0.0
849,0.00051,1,1.0,0.5727668019421918,1.7459112445223877,0.7568135846707509,0.000385974928182083,0.00021788893100948222,0.00029211106899051784,1.3406420768469673,0.5727668019421918,0.21700499999999998,9.193092686261789,3.4720799999999996,9.210340371976184,0.0
850,0.0005105999999999999,1,1.0,0.5731940351402496,1.744609920365482,0.7570957899369468,0.000386573110341805,0.00021792712565738855,0.0002926728743426114,1.3429850619088761,0.5731940351402496,0.21751559999999998,9.214723492582404,3.4802495999999996,9.210340371976184,0.0
851,0.0005112,1,1.0,0.5736208411051094,1.7433118330802797,0.757377608003504,0.0003871714332113912,0.00021796502602706806,0.0002932349739729319,1.3453303923011777,0.5736208411051094,0.21802679999999997,9.236379717006804,3.4884287999999994,9.210340371976184,0.0
852,0.0005118,1,1.0,0.5740472202640041,1.7420169712521216,0.7576590395844321,0.0003877698964593124,0.0002180026326688827,0.0002937973673311173,1.3476780703715483,0.5740472202640041,0.21853859999999997,9.25806135953499,3.4966175999999995,9.210340371976184,0.0
853,0.0005124,1,1.0,0.5744731730437402,1.7407253235197813,0.7579400853918075,0.00038836849975476214,0.0002180399461323875,0.0002943600538676125,1.350028098470019,0.5744731730437402,0.21905099999999997,9.279768420166958,3.5048159999999995,9.210340371976184,0.0
854,0.0005129999999999999,1,1.0,0.5748986998706964,1.7394368785751566,0.7582207461357784,0.0003889672427676542,0.0002180769669663327,0.0002949230330336672,1.3523804789489675,0.5748986998706964,0.21956399999999998,9.301500898902713,3.5130239999999997,9.210340371976184,0.0
855,0.0005135999999999999,1,1.0,0.5753238011708257,1.7381516251629558,0.7585010225245749,0.00038956612516862155,0.0002181136957186639,0.00029548630428133605,1.3547352141631306,0.5753238011708257,0.22007759999999998,9.323258795742252,3.5212415999999997,9.210340371976184,0.0
856,0.0005142,1,1.0,0.5757484773696548,1.7368695520803918,0.7587809152645149,0.00039016514662901355,0.0002181501329365235,0.0002960498670634765,1.3570923064696,0.5757484773696548,0.22059179999999998,9.345042110685574,3.5294687999999996,9.210340371976184,0.0
857,0.0005147999999999999,1,1.0,0.5761727288922853,1.7355906481768744,0.7590604250600115,0.0003907643068208939,0.0002181862791662515,0.00029661372083374847,1.3594517582278287,0.5761727288922853,0.2211066,9.366850843732683,3.5377056,9.210340371976184,0.0
858,0.0005154,1,1.0,0.576596556163393,1.7343149023537092,0.7593395526135808,0.0003913636054170395,0.00021822213495338724,0.0002971778650466127,1.361813571799628,0.576596556163393,0.22162199999999999,9.388684994883574,3.5459519999999998,9.210340371976184,0.0
859,0.0005159999999999999,1,1.0,0.5770199596072296,1.733042303563793,0.7596182986258491,0.000391963042090938,0.00021825770084266946,0.0002977422991573304,1.3641777495491774,0.5770199596072296,0.22213799999999997,9.41054456413825,3.5542079999999996,9.210340371976184,0.0
860,0.0005166,1,1.0,0.5774429396476224,1.7317728408113156,0.75989666379556,0.00039256261651678624,0.00021829297737803826,0.0002983070226219617,1.3665442938430203,0.5774429396476224,0.22265459999999998,9.432429551496712,3.5624735999999997,9.210340371976184,0.0
861,0.0005172,1,1.0,0.5778654967079747,1.730506503151462,0.7601746488195819,0.00039316232836948776,0.0002183279651026355,0.0002988720348973645,1.36891320705007,0.5778654967079747,0.22317179999999998,9.454339956958957,3.5707487999999996,9.210340371976184,0.0
862,0.0005177999999999999,1,1.0,0.5782876312112668,1.7292432796901172,0.7604522543929151,0.00039376217732465136,0.000218362664558806,0.0002994373354411939,1.3712844915416122,0.5782876312112668,0.2236896,9.476275780524988,3.5790336,9.210340371976184,0.0
863,0.0005184,1,1.0,0.5787093435800554,1.7279831595835735,0.7607294812086984,0.0003943621630585893,0.00021839707628809927,0.00030000292371190076,1.373658149691303,0.5787093435800554,0.224208,9.498237022194802,3.587328,9.210340371976184,0.0
864,0.0005189999999999999,1,1.0,0.5791306342364755,1.7267261320382365,0.7610063299582175,0.00039496228524831483,0.0002184312008312692,0.00030056879916873073,1.3760341838751786,0.5791306342364755,0.22472699999999998,9.520223681968401,3.5956319999999997,9.210340371976184,0.0
865,0.0005195999999999999,1,1.0,0.579551503602239,1.7254721863103397,0.7612828013309108,0.0003955625435715412,0.00021846503872827662,0.00030113496127172335,1.37841259647165,0.579551503602239,0.2252466,9.542235759845786,3.6039456,9.210340371976184,0.0
866,0.0005202,1,1.0,0.5799719520986367,1.7242213117056537,0.761558896014377,0.0003961629377066789,0.00021849859051828916,0.0003017014094817108,1.3807933898615115,0.5799719520986367,0.2257668,9.564273255826953,3.6122688,9.210340371976184,0.0
867,0.0005208,1,1.0,0.580391980146538,1.722973497579203,0.7618346146943824,0.00039676346733283433,0.000218531856739683,0.000302268143260317,1.383176566427939,0.580391980146538,0.22628759999999998,9.586336169911906,3.6206015999999996,9.210340371976184,0.0
868,0.0005214,1,1.0,0.5808115881663916,1.721728733334981,0.7621099580548673,0.0003973641321298078,0.00021856483793004344,0.00030283516206995657,1.385562128556496,0.5808115881663916,0.22680899999999998,9.608424502100643,3.6289439999999997,9.210340371976184,0.0
869,0.0005219999999999999,1,1.0,0.5812307765782252,1.7204870084256707,0.7623849267779533,0.00039796493177809153,0.0002185975346261664,0.00030340246537383347,1.3879500786351313,0.5812307765782252,0.22733099999999998,9.630538252393164,3.6372959999999996,9.210340371976184,0.0
870,0.0005225999999999999,1,1.0,0.581649545801647,1.719248312352363,0.7626595215439502,0.00039856586595886834,0.00021862994736405927,0.00030397005263594067,1.3903404190541855,0.581649545801647,0.2278536,9.652677420789471,3.6456576,9.210340371976184,0.0
871,0.0005232,1,1.0,0.5820678962558453,1.7180126346642806,0.7629337430313627,0.000399166934354009,0.00021866207667894173,0.0003045379233210583,1.392733152206392,0.5820678962558453,0.2283768,9.674842007289561,3.6540288,9.210340371976184,0.0
872,0.0005237999999999999,1,1.0,0.5824858283595895,1.7167799649585018,0.7632075919168975,0.00039976813664607087,0.000218693923105247,0.00030510607689475296,1.395128280486879,0.5824858283595895,0.22890059999999998,9.697032011893436,3.6624095999999997,9.210340371976184,0.0
873,0.0005244,1,1.0,0.5829033425312299,1.715550292879687,0.7634810688754698,0.00040036947251829633,0.00021872548717662304,0.00030567451282337694,1.397525806293172,0.5829033425312299,0.229425,9.719247434601096,3.6708,9.210340371976184,0.0
874,0.0005249999999999999,1,1.0,0.5833204391886986,1.7143236081198066,0.7637541745802104,0.00040097094165461036,0.0002187567694259332,0.00030624323057406666,1.3999257320251965,0.5833204391886986,0.22995,9.74148827541254,3.6792,9.210340371976184,0.0
875,0.0005256,1,1.0,0.58373711874951,1.7130999004178702,0.7640269097024724,0.0004015725437396195,0.00021878777038525756,0.0003068122296147424,1.4023280600852823,0.58373711874951,0.23047559999999997,9.763754534327768,3.6876095999999996,9.210340371976184,0.0
876,0.0005262,1,1.0,0.5841533816307605,1.7118791595596607,0.7642992749118375,0.00040217427845860886,0.00021881849058589384,0.0003073815094141062,1.4047327928781608,0.5841533816307605,0.23100179999999998,9.786046211346783,3.6960287999999997,9.210340371976184,0.0
877,0.0005267999999999999,1,1.0,0.5845692282491297,1.7106613753774658,0.764571270876123,0.0004027761454975415,0.00021884893055835843,0.00030795106944164145,1.4071399328109715,0.5845692282491297,0.23152859999999997,9.808363306469579,3.7044575999999996,9.210340371976184,0.0
878,0.0005274,1,1.0,0.5849846590208805,1.7094465377498147,0.7648428982613884,0.00040337814454305626,0.00021887909083238765,0.0003085209091676124,1.4095494822932644,0.5849846590208805,0.23205599999999998,9.830705819696162,3.7128959999999998,9.210340371976184,0.0
879,0.0005279999999999999,1,1.0,0.5853996743618597,1.7082346366012133,0.7651141577319425,0.00040398027528246557,0.00021890897193693805,0.00030909102806306186,1.4119614437370018,0.5853996743618597,0.23258399999999999,9.853073751026528,3.7213439999999998,9.210340371976184,0.0
880,0.0005286,1,1.0,0.5858142746874978,1.7070256619018873,0.7653850499503487,0.0004045825374037543,0.00021893857440018864,0.0003096614255998113,1.4143758195565581,0.5858142746874978,0.23311259999999998,9.875467100460678,3.7298015999999996,9.210340371976184,0.0
881,0.0005292,1,1.0,0.5862284604128103,1.705819603667519,0.765655575577433,0.00040518493059557754,0.00021896789874954078,0.0003102321012504592,1.416792612168727,0.5862284604128103,0.23364179999999998,9.897885867998616,3.7382687999999997,9.210340371976184,0.0
882,0.0005298,1,1.0,0.5866422319523975,1.7046164519589924,0.7659257352722897,0.00040578745454725905,0.0002189969455116198,0.0003108030544883802,1.4192118239927198,0.5866422319523975,0.23417159999999998,9.920330053640335,3.7467455999999997,9.210340371976184,0.0
883,0.0005304,1,1.0,0.587055589720445,1.703416196882136,0.7661955296922875,0.0004063901089487893,0.00021902571521227596,0.00031137428478772406,1.4216334574501694,0.587055589720445,0.23470199999999997,9.942799657385839,3.7552319999999995,9.210340371976184,0.0
884,0.0005309999999999999,1,1.0,0.5874685341307246,1.7022188285874695,0.7664649594930772,0.0004069928934908239,0.00021905420837658519,0.0003119457916234147,1.4240575149651349,0.5874685341307246,0.23523299999999997,9.965294679235129,3.7637279999999995,9.210340371976184,0.0
885,0.0005315999999999999,1,1.0,0.5878810655965939,1.7010243372699532,0.7667340253285971,0.0004075958078646822,0.00021908242552885063,0.00031251757447114926,1.426483998964099,0.5878810655965939,0.23576459999999996,9.987815119188202,3.7722335999999994,9.210340371976184,0.0
886,0.0005322,1,1.0,0.5882931845309973,1.6998327131687343,0.7670027278510797,0.00040819885176234465,0.00021911036719260324,0.00031308963280739677,1.428912911875975,0.5882931845309973,0.23629679999999997,10.01036097724506,3.7807487999999996,9.210340371976184,0.0
887,0.0005327999999999999,1,1.0,0.5887048913464663,1.6986439465669008,0.7672710677110576,0.0004088020248764514,0.00021913803389060271,0.0003136619661093972,1.431344256132107,0.5887048913464663,0.23682959999999997,10.032932253405704,3.7892735999999996,9.210340371976184,0.0
888,0.0005334,1,1.0,0.5891161864551199,1.6974580277912328,0.7675390455573708,0.0004094053269003016,0.00021916542614483904,0.0003142345738551609,1.4337780341662734,0.5891161864551199,0.23736299999999996,10.055528947670132,3.7978079999999994,9.210340371976184,0.0
889,0.000534,1,1.0,0.5895270702686648,1.6962749472119587,0.7678066620371724,0.00041000875752785003,0.00021919254447653298,0.000314807455523467,1.4362142484146885,0.5895270702686648,0.23789699999999997,10.078151060038342,3.8063519999999995,9.210340371976184,0.0
890,0.0005346,1,1.0,0.5899375431983961,1.6950946952425094,0.7680739177959346,0.00041061231645370664,0.00021921938940613745,0.00031538061059386256,1.438652901316004,0.5899375431983961,0.23843159999999997,10.100798590510339,3.8149055999999995,9.210340371976184,0.0
891,0.0005351999999999999,1,1.0,0.5903476056551977,1.6939172623392778,0.7683408134774552,0.0004112160033731339,0.00021924596145333813,0.00031595403854666176,1.4410939953113158,0.5903476056551977,0.23896679999999998,10.12347153908612,3.8234687999999997,9.210340371976184,0.0
892,0.0005357999999999999,1,1.0,0.5907572580495425,1.692742639001377,0.7686073497238642,0.00041181981798204636,0.0002192722611370551,0.0003165277388629448,1.4435375328441595,0.5907572580495425,0.23950259999999998,10.146169905765685,3.8320415999999997,9.210340371976184,0.0
893,0.0005364,1,1.0,0.591166500791493,1.6915708157704024,0.7688735271756292,0.0004124237599770075,0.00021929828897544314,0.00031710171102455686,1.4459835163605206,0.591166500791493,0.24003899999999997,10.168893690549035,3.8406239999999996,9.210340371976184,0.0
894,0.0005369999999999999,1,1.0,0.5915753342907015,1.690401783230194,0.769139346471562,0.00041302782905522877,0.00021932404548589325,0.00031767595451410665,1.4484319483088293,0.5915753342907015,0.24057599999999998,10.19164289343617,3.8492159999999997,9.210340371976184,0.0
895,0.0005376,1,1.0,0.5919837589564108,1.689235532006601,0.7694048082488247,0.0004136320249145681,0.00021934953118503357,0.0003182504688149664,1.4508828311399689,0.5919837589564108,0.24111359999999998,10.214417514427089,3.8578175999999997,9.210340371976184,0.0
896,0.0005381999999999999,1,1.0,0.5923917751974543,1.6880720527672466,0.7696699131429358,0.0004142363472535279,0.00021937474658873,0.00031882525341126984,1.4533361673072762,0.5923917751974543,0.24165179999999997,10.237217553521791,3.8664287999999996,9.210340371976184,0.0
897,0.0005388,1,1.0,0.5927993834222569,1.6869113362212964,0.7699346617877759,0.00041484079577125367,0.00021939969221208797,0.00031940030778791203,1.455791959266543,0.5927993834222569,0.24219059999999998,10.26004301072028,3.8750495999999996,9.210340371976184,0.0
898,0.0005394,1,1.0,0.5932065840388346,1.6857533731192276,0.7701990548155943,0.0004154453701675315,0.0002194243685694526,0.0003199756314305474,1.4582502094760188,0.5932065840388346,0.24272999999999997,10.282893886022551,3.8836799999999996,9.210340371976184,0.0
899,0.0005399999999999999,1,1.0,0.5936133774547958,1.6845981542525983,0.7704630928570141,0.0004160500701427875,0.00021944877617441022,0.00032055122382558966,1.4607109203964153,0.5936133774547958,0.24327,10.30577017942861,3.89232,9.210340371976184,0.0
900,0.0005406,1,1.0,0.594019764077341,1.6834456704538212,0.7707267765410393,0.00041665489539808583,0.00021947291553978945,0.00032112708446021057,1.4631740944909062,0.594019764077341,0.2438106,10.32867189093845,3.9009696,9.210340371976184,0.0
901,0.0005411999999999999,1,1.0,0.5944257443132637,1.6822959125959354,0.7709901064950598,0.00041725984563512633,0.00021949678717766166,0.00032170321282233826,1.4656397342251313,0.5944257443132637,0.24435179999999998,10.351599020552076,3.9096287999999997,9.210340371976184,0.0
902,0.0005417999999999999,1,1.0,0.5948313185689504,1.6811488715923824,0.771253083344858,0.000417864920556244,0.00021952039159934262,0.0003222796084006573,1.4681078420671987,0.5948313185689504,0.2448936,10.374551568269487,3.9182976,9.210340371976184,0.0
903,0.0005424,1,1.0,0.5952364872503815,1.6800045383967834,0.7715157077146139,0.00041847011986440654,0.00021954372931539307,0.0003228562706846069,1.4705784204876864,0.5952364872503815,0.245436,10.397529534090681,3.926976,9.210340371976184,0.0
904,0.000543,1,1.0,0.595641250763131,1.6788629040027159,0.7717779802269115,0.0004190754432632129,0.00021956680083561986,0.0003234331991643801,1.4730514719596453,0.595641250763131,0.24597899999999998,10.42053291801566,3.9356639999999996,9.210340371976184,0.0
905,0.0005436,1,1.0,0.596045609512368,1.677723959443493,0.7720399015027448,0.00041968089045689205,0.00021958960666907678,0.00032401039333092323,1.4755269989586046,0.596045609512368,0.24652259999999998,10.443561720044425,3.9443615999999997,9.210340371976184,0.0
906,0.0005441999999999999,1,1.0,0.5964495639028555,1.6765876957919468,0.7723014721615229,0.0004202864611503007,0.00021961214732406598,0.0003245878526759339,1.4780050039625667,0.5964495639028555,0.24706679999999998,10.466615940176972,3.9530687999999996,9.210340371976184,0.0
907,0.0005447999999999999,1,1.0,0.5968531143389527,1.6754541041602076,0.7725626928210764,0.00042089215504892234,0.00021963442330813853,0.0003251655766918614,1.480485489452019,0.5968531143389527,0.2476116,10.489695578413306,3.9617856,9.210340371976184,0.0
908,0.0005454,1,1.0,0.5972562612246137,1.674323175699491,0.7728235640976624,0.0004214979718588651,0.00021965643512809568,0.0003257435648719043,1.4829684579099287,0.5972562612246137,0.248157,10.512800634753424,3.970512,9.210340371976184,0.0
909,0.0005459999999999999,1,1.0,0.5976590049633892,1.6731949015998797,0.7730840866059715,0.0004221039112868604,0.00021967818328998948,0.00032632181671001046,1.485453911821751,0.5976590049633892,0.24870299999999998,10.535931109197325,3.9792479999999997,9.210340371976184,0.0
910,0.0005466,1,1.0,0.5980613459584257,1.6720692730901139,0.7733442609591318,0.0004227099730402614,0.00021969966829912447,0.0003269003317008755,1.487941853675426,0.5980613459584257,0.2492496,10.559087001745011,3.9879936,9.210340371976184,0.0
911,0.0005471999999999999,1,1.0,0.5984632846124673,1.6709462814373754,0.773604087768716,0.0004233161568270413,0.00021972089066005782,0.00032747910933994203,1.4904322859613874,0.5984632846124673,0.24979679999999999,10.582268312396483,3.9967487999999998,9.210340371976184,0.0
912,0.0005478,1,1.0,0.5988648213278549,1.6698259179470811,0.7738635676447464,0.0004239224623557921,0.00021974185087660108,0.0003280581491233989,1.4929252111725602,0.5988648213278549,0.2503446,10.605475041151738,4.0055136,9.210340371976184,0.0
913,0.0005484,1,1.0,0.599265956506527,1.6687081739626708,0.7741227011956999,0.00042452888933572184,0.00021976254945182058,0.00032863745054817944,1.4954206318043646,0.599265956506527,0.250893,10.628707188010777,4.014288,9.210340371976184,0.0
914,0.0005489999999999999,1,1.0,0.5996666905500205,1.6675930408654007,0.7743814890285152,0.00042513543747665477,0.0002197829868880387,0.0003292170131119612,1.4979185503547192,0.5996666905500205,0.251442,10.651964752973603,4.023072,9.210340371976184,0.0
915,0.0005496,1,1.0,0.6000670238594705,1.6664805100741373,0.7746399317485967,0.00042574210648902875,0.000219803163686835,0.000329796836313165,1.5004189693240437,0.6000670238594705,0.2519916,10.67524773604021,4.0318656,9.210340371976184,0.0
916,0.0005501999999999999,1,1.0,0.6004669568356109,1.6653705730451522,0.7748980299598205,0.0004263488960838932,0.00021982308034904685,0.00033037691965095306,1.5029218912152578,0.6004669568356109,0.2525418,10.698556137210605,4.0406688,9.210340371976184,0.0
917,0.0005507999999999999,1,1.0,0.6008664898787754,1.6642632212719162,0.7751557842645408,0.00042695580597290904,0.00021984273737477047,0.0003309572626252295,1.5054273185337925,0.6008664898787754,0.2530926,10.721889956484784,4.0494816,9.210340371976184,0.0
918,0.0005514,1,1.0,0.6012656233888967,1.6631584462849014,0.775413195263594,0.0004275628358683457,0.00021986213526336236,0.0003315378647366376,1.5079352537875803,0.6012656233888967,0.253644,10.745249193862746,4.058304,9.210340371976184,0.0
919,0.000552,1,1.0,0.6016643577655076,1.6620562396513763,0.775670263556305,0.00042816998548308034,0.00021988127451343976,0.0003321187254865602,1.5104456994870665,0.6016643577655076,0.254196,10.768633849344493,4.067136,9.210340371976184,0.0
920,0.0005526,1,1.0,0.6020626934077422,1.6609565929752068,0.7759269897404923,0.00042877725453059607,0.00021990015562288164,0.00033269984437711835,1.5129586581452121,0.6020626934077422,0.2547486,10.792043922930024,4.0759776,9.210340371976184,0.0
921,0.0005531999999999999,1,1.0,0.6024606307143345,1.6598594978966592,0.7761833744124739,0.00042938464272498044,0.0002199187790888301,0.0003332812209111698,1.5154741322774898,0.6024606307143345,0.25530179999999997,10.81547941461934,4.0848287999999995,9.210340371976184,0.0
922,0.0005537999999999999,1,1.0,0.6028581700836202,1.6587649460922023,0.7764394181670713,0.000429992149780924,0.0002199371454076911,0.0003338628545923088,1.517992124401892,0.6028581700836202,0.25585559999999996,10.83894032441244,4.093689599999999,9.210340371976184,0.0
923,0.0005544,1,1.0,0.6032553119135364,1.6576729292743109,0.7766951215976166,0.00043059977541371863,0.00021995525507513542,0.0003344447449248646,1.52051263703893,0.6032553119135364,0.25640999999999997,10.862426652309326,4.1025599999999995,9.210340371976184,0.0
924,0.0005549999999999999,1,1.0,0.603652056601623,1.6565834391912702,0.7769504852959569,0.00043120751933925603,0.0002199731085860992,0.00033502689141390074,1.5230356727116423,0.603652056601623,0.256965,10.885938398309996,4.11144,9.210340371976184,0.0
925,0.0005556,1,1.0,0.6040484045450214,1.6554964676269868,0.7772055098524595,0.00043181538127402646,0.0002199907064347861,0.00033560929356521386,1.525561233945588,0.6040484045450214,0.2575206,10.90947556241445,4.1203296,9.210340371976184,0.0
926,0.0005562,1,1.0,0.6044443561404763,1.6544120064007914,0.7774601958560171,0.0004324233609351167,0.00022000804911466706,0.0003361919508853329,1.5280893232688564,0.6044443561404763,0.2580768,10.933038144622689,4.1292288,9.210340371976184,0.0
927,0.0005568,1,1.0,0.6048399117843358,1.6533300473672512,0.7777145438940536,0.000433031458040209,0.0002200251371184818,0.00033677486288151816,1.5306199432120684,0.6048399117843358,0.2586336,10.956626144934713,4.1381376,9.210340371976184,0.0
928,0.0005574,1,1.0,0.6052350718725515,1.6522505824159788,0.7779685545525292,0.00043363967230757977,0.00022004197093823978,0.0003373580290617602,1.533153096308377,0.6052350718725515,0.259191,10.98023956335052,4.147056,9.210340371976184,0.0
929,0.0005579999999999999,1,1.0,0.605629836800679,1.6511736034714446,0.7782222284159448,0.0004342480034560971,0.00022005855106522112,0.0003379414489347788,1.5356887850934702,0.605629836800679,0.259749,11.00387839987011,4.155984,9.210340371976184,0.0
930,0.0005586,1,1.0,0.6060242069638783,1.6500991024927893,0.7784755660673482,0.00043485645120522077,0.0002200748779899776,0.0003385251220100224,1.5382270121055759,0.6060242069638783,0.26030760000000003,11.02754265449349,4.1649216000000004,9.210340371976184,0.0
931,0.0005591999999999999,1,1.0,0.6064181827569144,1.6490270714736381,0.7787285680883388,0.000435465015274999,0.00022009095220233344,0.00033910904779766647,1.5407677798854613,0.6064181827569144,0.2608668,11.05123232722065,4.1738688,9.210340371976184,0.0
932,0.0005598,1,1.0,0.6068117645741575,1.647957502441915,0.7789812350590722,0.0004360736953860686,0.0002201067741913866,0.00033969322580861336,1.5433110909764383,0.6068117645741575,0.2614266,11.074947418051595,4.1828256,9.210340371976184,0.0
933,0.0005603999999999999,1,1.0,0.6072049528095833,1.6468903874596612,0.7792335675582663,0.00043668249125965235,0.00022012234444550945,0.0003402776555544904,1.5458569479243622,0.6072049528095833,0.261987,11.098687926986326,4.191792,9.210340371976184,0.0
934,0.000561,1,1.0,0.6075977478567738,1.6458257186228502,0.779485566163206,0.0004372914026175585,0.00022013766345234989,0.0003408623365476501,1.5484053532776403,0.6075977478567738,0.262548,11.122453854024839,4.200768,9.210340371976184,0.0
935,0.0005616,1,1.0,0.607990150108917,1.6447634880612083,0.7797372314497474,0.0004379004291821781,0.0002201527316988322,0.0003414472683011678,1.5509563095872272,0.607990150108917,0.2631096,11.146245199167138,4.2097536,9.210340371976184,0.0
936,0.0005621999999999999,1,1.0,0.6083821599588081,1.6437036879380345,0.7799885639923242,0.0004385095706764846,0.00022016754967115807,0.00034203245032884185,1.5535098194066337,0.6083821599588081,0.2636718,11.170061962413222,4.2187488,9.210340371976184,0.0
937,0.0005628,1,1.0,0.6087737777988493,1.6426463104500197,0.7802395643639518,0.0004391188268240321,0.0002201821178548076,0.0003426178821451924,1.5560658852919262,0.6087737777988493,0.2642346,11.19390414376309,4.2277536,9.210340371976184,0.0
938,0.0005633999999999999,1,1.0,0.6091650040210503,1.6415913478270725,0.7804902331362323,0.0004397281973489532,0.00022019643673454022,0.0003432035632654597,1.5586245098017268,0.6091650040210503,0.264798,11.217771743216742,4.236768,9.210340371976184,0.0
939,0.0005639999999999999,1,1.0,0.6095558390170294,1.6405387923321373,0.7807405708793602,0.0004403376819759591,0.0002202105067943954,0.0003437894932056045,1.5611856954972245,0.6095558390170294,0.265362,11.24166476077418,4.245792,9.210340371976184,0.0
940,0.0005646,1,1.0,0.6099462831780122,1.6394886362610246,0.7809905781621262,0.00044094728043033647,0.00022022432851769426,0.0003443756714823057,1.5637494449421663,0.6099462831780122,0.2659266,11.265583196435403,4.2548256,9.210340371976184,0.0
941,0.0005652,1,1.0,0.6103363368948342,1.6384408719422319,0.7812402555519231,0.00044155699243794694,0.00022023790238703968,0.0003449620976129603,1.566315760702869,0.6103363368948342,0.2664918,11.289527050200407,4.2638688,9.210340371976184,0.0
942,0.0005658,1,1.0,0.6107260005579395,1.637395491736773,0.7814896036147502,0.0004421668177252256,0.00022025122888431783,0.00034554877111568215,1.568884645348218,0.6107260005579395,0.2670576,11.313496322069199,4.2729216,9.210340371976184,0.0
943,0.0005663999999999999,1,1.0,0.6111152745573816,1.6363524880380051,0.7817386229152181,0.0004427767560191795,0.00022026430849069904,0.00034613569150930085,1.5714561014496677,0.6111152745573816,0.26762400000000003,11.337491012041774,4.2819840000000005,9.210340371976184,0.0
944,0.0005669999999999999,1,1.0,0.6115041592828241,1.6353118532714581,0.7819873140165536,0.00044338680704738583,0.0002202771416866387,0.0003467228583133612,1.5740301315812484,0.6115041592828241,0.268191,11.361511120118134,4.291056,9.210340371976184,0.0
945,0.0005676,1,1.0,0.6118926551235413,1.6342735798946626,0.7822356774806051,0.00044399697053799144,0.00022028972895187798,0.0003473102710481221,1.576606738319568,0.6118926551235413,0.2687586,11.385556646298278,4.3001376,9.210340371976184,0.0
946,0.0005681999999999999,1,1.0,0.6122807624684178,1.6332376603969838,0.7824837138678464,0.0004446072462197103,0.00022030207076544498,0.0003478979292345549,1.579185924243812,0.6122807624684178,0.26932680000000003,11.409627590582208,4.3092288000000005,9.210340371976184,0.0
947,0.0005688,1,1.0,0.6126684817059493,1.6322040872994519,0.7827314237373821,0.0004452176338218229,0.000220314167605656,0.00034848583239434393,1.5817676919357475,0.6126684817059493,0.2698956,11.43372395296992,4.3183296,9.210340371976184,0.0
948,0.0005693999999999999,1,1.0,0.6130558132242434,1.6311728531545957,0.7829788076469524,0.00044582813307417457,0.00022032601995011574,0.0003490739800498841,1.5843520439797276,0.6130558132242434,0.270465,11.457845733461417,4.32744,9.210340371976184,0.0
